,count,mean,std,min,25%,50%,75%,max
lateral_distance_nm,8309.0,28.928791442983105,12.713117966086525,0.376199211818124,18.905534709588828,29.54858402977966,39.85643492117468,49.990093596274
vertical_separation_m,8309.0,2750.7411313034063,2680.531405193649,0.0,609.6,1767.8399999999997,4335.78,12847.32
closing_speed_mps,8309.0,1.1379738762432396,132.97479796070144,-494.3554034836244,-79.64253300372543,1.5901994077765007,83.01784331870313,470.60401303420673
bearing_difference_deg,8309.0,89.56934649175592,55.63703221161474,0.0,38.360000000000014,91.11,140.83,179.95
time_to_cpa_s,4218.0,448.6234655431675,1325.855415342007,0.0531650417522185,112.21264606989666,242.50192423694676,450.1310319029674,43248.930128551285
